Word,Frequency
"cair,",21
duh,3
"disini,",15
nyesel,36
bgt.,8
Masih,19
"perbaikan,",1
error...saya,1
Invest,13
minus....lagi,1
nyampaikan,1
uneg2,1
kick,1
grup,14
tele....adminnya,1
picik,1
berpikiran,1
dangkal....,1
Aduh..,1
pdhl,24
maksimum,5
pilihan,16
"""Uang",1
"darurat""",2
pengambilan,4
disamakan,2
lain?,1
lelet.,2
Ngerti,1
arti,1
darurat?,2
Maksimal,3
aja.,31
Udahlah,2
pula!,1
penggunaannya.,1
Dulu,3
investasi.,15
plus.,5
lainnya.,5
Mana,16
up.,4
Kerjasama,1
kerjasama,5
kesannya,2
memaksa,2
pelanggan,5
menjadi,12
kerjasama.,1
Dahlah,4
Cukup,4
mempunyai,7
terpakai.,1
sayang...,1
"suka,",2
menurut,17
/,19
(saya,1
hari).,1
kemajuan,2
teknologi/semua,1
terkoneksi...,1
mendadak...,3
diandalkan.,1
Atas,1
inilah...,1
perbaikan.,2
daftar...,1
diteror,1
pinjoll..,1
kolom,3
profil,1
abu,2
klik...,1
ehh,8
pencurian,3
namanya.,1
",saya",4
fotonya,2
Sebenernya,6
kebijakan,7
dananya,48
akal,4
"ketidaknyamanan,",1
mendadak,23
"juga,",17
menunggu,52
bandingkan,3
tokopedia,2
cairkan,23
kapanpun.,1
rekomended,10
tf,26
-,17
kebijakanya,1
Upgrade,4
perbaiki.,5
Dev,3
mulu,32
"logis,udah",1
berkali²,1
gatau,7
"mengecewakan,pdahal",1
berharap,8
bakalan,8
belajar,21
"ngecewain,mending",1
kurangin,2
noh,1
seketat,1
shopee,2
"gini,",2
balesnya,1
"bot,",1
tunggu,43
"jawaban,",1
"hati""",5
kehilangan,4
tinggi,6
ni,61
"apk,",5
masak,19
sekelas,3
"perbaikin,",1
"akses,",1
"cookie,",1
"uninstall,",1
sama!,1
"OK,",1
promo2nya.,1
"Eh,",1
hubungkan.,2
Live,2
chatnya,1
jawaban,12
Kuruang,1
memuaskan.hanya,1
tangani.,1
sebelah.,11
belat,1
belit,3
segal,1
tranding,2
terhambat,3
penambahan,6
BNI,11
karenakan,3
mendaftarkan,3
Selang,1
"perubahan,",1
mentok,10
diangka,1
gerak²..,1
Blom,2
penarikannya..,1
"2,",5
sebelumnya,14
ditindak,4
lanjuti,5
perihal,3
performa,3
"ditingkatkan,",2
"lag,",2
sendiri.,9
"jujur,",1
broker,2
ky,4
ajaib,20
"ipot,",1
settlenya,1
gt,5
materai,12
1500,1
perak,7
pdhal,13
10jt,4
kapok,20
penarikannya,15
lalu,36
kejadian,6
market,5
berbulan,4
aneh.,3
Video,1
call,8
resgitrasi,1
mati,11
"hilang,",5
regis,7
ngebug.,1
Kadang,1
kotak,1
"hitam,",2
bar,1
bawah,12
hilang.,6
Posisi,1
text,1
Sebelum,7
"jaya,",3
ngerasa,3
aman,41
check,4
connection,2
apps,12
lancar.,2
diperbaiki.,6
Ko,17
bibitnya?,1
responnya,3
segini,4
Bibitnya,1
"keren,",1
UI,3
berantakan,3
gua...,1
Tampilannya,4
stabil.,3
"perbaiki,",1
ato,4
hpku,3
sarannya.,1
Makasih,6
Tiba,3
tiba,32
gopay,20
rb,27
Reksadana?,1
sendiri,70
Tanpa,5
sepengetahuan,3
pemiliknya,1
recomended,5
pemula...,2
tampilannya,10
acak,1
kadut,1
????,4
ditinggal,1
penggunanya,3
sebelah,49
bagus...,1
600.000,2
sisanya,12
usaha,6
lalu.,2
"Tapi,",3
ikut,19
saran,17
aplikasinya.,8
biarkan,1
e,9
wallet,13
gojek.,1
Paling,3
jengkelin,1
"Jadi,",1
recommend,2
pemula.,4
lagi2,3
macam,7
ginian.,1
Bukannya,7
simpen,4
"ribu,",11
jadinya,5
mirip,2
judi,2
"premium,",1
Mending,32
emas,15
terbukti,3
sekian,11
kosong.,2
lh,5
member,4
terkena,2
handphone,3
kontak,6
",,sekali",1
delete,4
"lama,terkesan",1
menjual,27
penarikan.,2
Ketentuannya,1
max,13
Tf,1
Sumpah,11
"sekarang,",6
kelar-kelar.,2
Kemaren,3
"terbaca,",1
bnget,10
Capek,1
"nunggunya,",1
niat,17
secepatnya,8
dibuat,10
mulu.,9
diatasi,2
secepatnya.,1
apaan,24
ini?,17
pling,2
skrang,5
setengah,11
juga.,15
"Ribet,",3
"alasan,",1
mutasi,18
"lengkap,",2
cek.,1
Skrg,2
"masuk,",20
buktinya,3
blg,4
pke,12
koran.,1
Aduh,6
timnya,1
👎hati2,1
guys!,1
Kita,7
Pembelian,22
cenderung,1
tertera,7
"kerja,",23
bln,8
"nyangkut,",1
"management,",2
solnya,1
menyangkut,2
kenyamanan,3
validasi,6
ngurusnya.,1
ikuti,4
ketentuannya,1
pegang,2
tanda,16
tangan,12
tempatnya,1
kontrakan,1
om,7
kertas,4
ama,4
pulpen,1
Ama,2
boleh,9
buknya,1
bukn,3
background,3
belakang,3
pemberitahuan,10
belum.,5
kerekening,6
tertulis,15
apa?,11
Membeli,1
"gampang,",5
begini?,1
"praktis,",1
hahahha,1
kepraktisan,1
BANYAK,7
ORANG,6
"MERUGI,",1
"jadwal,",2
PERNAH,5
TERGIUR,1
cashback,52
PHP,1
(penuh,1
harapan,3
palsu).,1
Promo,4
Semua,8
terpenuhi.,1
Kuota,3
terbatas,1
transparan?.,1
berapa?,2
Siapa,2
dapat?,1
Atau,6
gimmick.,1
??,9
ujung-ujungnya,1
apapunnya,1
Alias,2
NOL.,1
dulu.,14
force,8
"close,",2
ulangi,1
close.,3
memori,2
msh,17
1Gban.,1
ya?tolong,2
lanjuti..krna,1
antusiasme,1
memilih,3
drpada,1
thanks,2
"daftar,",6
its,1
okelah,1
dapet,51
3500.,1
dipake,1
rekom,3
Robo,5
notabene,1
berisi,1
Kurang,16
menarik.,2
transaksi(tidak,1
pilih-pilih).,1
Ternyata,11
bukareksa,1
bukalapak.,1
Kepada,2
terhormat,1
keluar.,2
nihil.,1
terkecuali,1
mencangkup,1
semuanya.,2
Ponsel,1
Asus,2
Zenfone,1
upload,23
"sefie,",1
berhari-hari,6
Yg,18
lamaaaaa,1
lampu,1
merasukimu,1
😿,1
disayangkan,10
lama..,21
pdahal,8
tpi,47
dlm,8
mengenakan,1
terimakasih....,1
kedepannya.,1
"lemot,",7
kalah,8
"bareksa,",3
"pluang,",1
"ringan,",1
uk,1
"beda,",1
berat.,2
gunain,6
maupun,12
ok,16
cepet.,3
saham/,1
RDN.,3
pokonya,2
Sampai,10
"proses,",6
ada.,8
"Sementara,",1
"kecewa,",7
jalankan,1
stabil..,1
"""mohon",1
"internet""",2
tdiak,1
mula,1
mikir,16
"""lupain"".",1
berita,3
ttg,3
fintech,2
keinget,1
penjelasannya.,4
kasih.,6
Jujur,7
"coba""",3
100k,28
mencoba,14
masuknya,17
bangetttt,1
"dikit""",2
scam,11
eehh,1
saranin,8
jangan..,1
membahayakan,2
uang!!!!!!!!!!!!!!!!!.....,1
berkali-kali,8
Wi-Fi,1
switch,4
"jaringan,",2
lanjutnya,2
profesional.,2
trmksh,1
ngk,32
data2..,1
"tolak,",4
inbox,2
"tlp,",1
tlp,3
"bibitnya,",5
angkat,1
suaranya,1
ditutup.,1
Ngk,3
ribet..,4
Beneran,2
deh..,3
Gw,18
aja..,8
Yah,4
Tuhan...,1
Makin,14
"euy,",1
kasusnya,1
rajin,2
splash,1
screen,5
😂,8
kyc,8
aj,23
proses.,6
gitu²,1
disalah,5
nyoba2,2
youtuber,1
"gede,",3
"pencairannya,",1
bilangnya,8
"lewat,",2
ngasih,16
"bintang,",2
diperbaharui,1
"saldo,,",1
"dibuka,?",1
Signal,1
dsni,8
"kuat,,",1
"banyak,,",1
pnyebabnya,1
dri,24
"sendiri,,",1
tlng,2
tanggapan,3
secepatnya!!,1
"nyaaa,",1
simple,5
sayaa,3
"baru,kurang",1
gampang,16
Memahami,1
Pembelajaran,1
pahami.,1
pengajuan,11
cair2,12
bener2,10
ngandelin,1
deh.,10
Cari,3
Perbaiki,6
mu,5
sellau,2
setabil,1
Skrup,1
lepas,13
susah.,8
Alesan,1
bareksa,5
bions,1
ipot,1
belom,31
Sini,1
gua,66
kasi,17
inti,1
buntung.,4
buntungnya,2
cok.,2
Aku,28
soalnya.,1
Awal2,1
lama2,6
87,2
104.000,1
Aman,4
profit,29
da,13
tuk,3
8%pertahun,1
ngecek,6
kmren,2
"udah,",1
udah.,1
Tetep,2
hank,1
"lalu,",2
diperbaiki...,1
semangat,6
semangatnya,1
nii,1
gimana??,1
miin,1
kyknya,2
palsu,4
binomo,1
drastis,1
500rb,6
100rb,19
lagi²,1
bukanya,7
menyisipkan,1
gambar/file,1
ko,57
gdrivenya.,1
kadang-kadang,1
menanggapi.,1
sbgnya.,1
Mantap...,1
top.,1
kiranya,2
potonganya,1
30%.,1
Mantap,7
acungi,1
jempol,2
"kebalik,",1
mundur,4
5.4.3.2.(1),1
Lucunya,1
setingan/membatalkan,1
Jago,19
BCA,24
"berbelit²+dilempar²+lama,",1
Stockbit.,1
segede,1
setelan,1
peserta/nasabah,1
lempar²an,1
Kog,1
sinkronize,1
cepet²,1
aja?,3
regristrasi,2
Jago.,2
condong,1
kesalah,1
"bank,",21
caranya,14
begitu.,1
pemberitahuannya,3
tidaj,2
"detail,",1
Order,9
Jual,29
(tapi,1
harian),1
transfer.,5
Serta,1
kepastiannya,1
kapan.,1
"hanya,",1
jawabannya,8
berkala,1
Anda.,1
PAYAH,2
Kinerjanya,1
faktanya,1
"potong,",3
konsep,1
kemudahan,7
ngelakuin,2
semacam,2
takut,26
but,2
problem,1
"""harus",1
"sendiri""",1
Padahalkan,1
anak,10
muda,4
termasuk,6
sejak,17
dini,1
🙏,9
"sistemnya,masa",1
gg,4
cache,4
hasilnya🙏🙏tolong,1
itu??dan,1
YouTube,4
aman-aman,1
"saja,tolong",1
perbaiki🙏🙏🙏,1
Ikut,2
event,9
"berturut2,",1
50rb,6
ditambahkan.,1
jagonya,2
Kena,9
Prank...,1
lambang,1
"petir,",1
detik,9
jago.,11
prank,3
lagi...,5
duluan.,2
kak,13
logut,2
sendirinya,3
duakali,1
sering.,1
kedepanya,1
salam,3
mantap,12
trimakasih,3
"Min,",5
bat,3
loading,32
"sendiri,",11
lah-_-,1
sm,12
WiFi,4
baik²,1
coba?,2
Nyebelin,1
"ih,",1
bantu,13
report,2
Karena,18
kunjung,8
",katanya",1
lebih.,10
Diminta,1
"bank,sudah",1
"puas,meminta",1
disitu.,1
MENYULITKAN,1
TERNYATA,5
SAMA,6
JADI,6
KORBAN,3
TIDAK,26
KUNJUNG,2
DIKIRIM,2
UANG,16
PENCAIRAN,17
NASABAH,1
bngt,17
membayar,1
sendri,2
Pdahl,1
terupdate.,1
saranya.,1
kdang,1
rada,3
membutuhkan,21
"lama,,bagi",1
darurat,33
diharapkan,2
kedepannya,9
😠😠😠,2
melulu.,1
",status",1
gagal.,9
Perbaikan,2
SIM,3
"A,",1
A,3
Chat,4
idak,1
males.,2
Verif,2
by,4
KSEI,10
ya?,54
Pdhal,7
max.1,1
jam..,1
ktnya,2
valid,3
(ada,2
dukcapil)..,1
"y,",1
"ksei,",1
masalah..,1
urus2,1
"kok,",1
fine2,1
cari2,1
ngasal?,1
saya?,7
Bikin,8
disini..,1
Nyesel,23
"bibit,mending",1
!!,8
reccomended..,1
bibitnya,16
"satu,saya",1
"investasi,malahan",1
konon,1
"pemula,saya",1
terhadap,4
bertindak,1
pemulihan,1
"nya,,",1
semuanya,11
klik,11
"bisa,,",1
sudahlah,3
fokuskan,1
memakan,28
"dikembalikan,",1
tanggung,11
jawabnya,3
5bln,1
"400rb,",1
marginnya,1
"habis,",1
50rb.,1
total,16
bagaimana??kl,1
ubah,16
menjebak,1
terutama,5
"pemula,",5
portfolio,2
Merah,1
"Saham,",1
"Robo,",1
loss,3
Saham,8
Tambahan,1
:,16
Portfolio,2
6.5,1
(Dana,1
"Pensiun),",1
kedua,1
"merah,",2
mesin,7
"1jt,",2
"800rb),",1
alhasil,7
"Off-Track,",1
terkeluar,1
sendiri?????,1
Terus,7
pin???,1
Kemudian,3
aplikasinya??????,1
merubah,3
otp,17
berulah?????,1
"berguna,",2
untungkan,1
blom,29
transferanya,1
"minggu,",6
ingetkan,1
sebaiknya,2
"dicoba,",1
menyesal,11
Dri,2
naek,5
"awal2,",1
terjun,2
bebas.,1
emang,25
ngikutin,4
keadaan,4
ekonomi,2
apalah,3
berasa,3
insecure,1
tanya2,1
tren,1
sedang/mau,1
invest.,4
Note,1
tabungan.,1
"invest,",5
bedakan,1
kapan,25
niatnya,3
cari,29
"rugi,",4
"100k,",6
"50k,",1
Pajak,2
aada,1
"otak,",1
dirugikan,5
menghasilkan,3
"merugikan,",1
Cashback,9
"besar,",6
merugikan,14
keuntungan!,1
Bagaimana,10
nab,2
advisor,3
"biayanya,",2
Perubahan,1
komposisi,1
robo,8
serimg,1
itu?,2
menakutkan,2
sangat_sangat,1
klau,8
dadakan,6
andalkan,2
RAIZ,2
dibandingkan,3
"biaya,",5
diterima,10
diteruskan,2
"admin,",7
setiao,1
nah,6
"sayang,",2
wd,42
kan?,4
potongannya,14
sesudah,2
potong.,1
"apapun,",1
keras,3
investasi!!!,1
mo,3
"perusahaannya,",1
berbasis,1
bisnis,5
belum?!,1
Jgn,11
dpt,20
burem,2
seumur,1
"hidup,sedangkan",1
musti,4
pasport,1
ataupun,13
"sim,",1
sulitnya,1
begini.,2
Fungsinya,1
bersama,5
artinya,5
memikirkan,1
fisik,5
umurnya,2
dicetak,1
buram,1
patah.,1
Opsi,2
memadai,1
baiknya,5
dapatkan.terima,1
brlum,1
suda,6
meragukan,4
istilahnya,1
kualitasnya,1
Sayang,4
connections,1
terverifikasinya.,1
bobrok,2
ngerestar,1
",malah",5
sandi,4
new,2
kemakan,2
iklan,25
dahh,1
pembeliannya,6
portofolionya,5
acc,13
gunanya,3
analisis,1
bos,10
BAGI,1
KALIAN,9
MAU,19
COBA,4
APP,5
SARANKAN,1
KE,18
LAIN,5
AJA,16
rekomen..,1
tele..,1
rek,41
aktif..,1
sama..,4
Top,10
hrga,3
murah,3
kualitas,3
😄Thx,1
Sya,16
dlu,28
Karna,14
"verivikasi,",1
E,4
mail,1
jga,10
verivikasi.,1
Tpi,8
dasboard,1
kterangan,1
blum.,1
invertasi,2
"bsa,",1
ktanya,5
pembuatan.,1
selesaikan,1
problemnya,1
dipersusah,1
nnya,1
"""lainnya""",1
dijawab,6
"internal,",1
dilanjutin,1
bakal,10
acc(yg,1
dmn,1
jelas),1
rencananya,1
org,26
praktis,5
boro2,1
😁.,1
"mulai,",1
prosesnya.,3
Terlebih,1
dikirim-kirim.,1
biasanya,8
memencet,1
"BCA,",3
kembalikan,13
pemilihan,1
"RDN,",2
Kmarin,1
smpet,1
rksadana,1
"saya,mulai",1
"uang,obligasi",2
"saham,pasar",1
pengiriman,4
"jualnya,tapi",2
ngrasa,1
smua,12
dikirim,23
"rekening,notif",1
sgera,2
"dikirim,jdi",1
"bngung,belum",1
kerjaan,1
msuk,12
"hhmm,brusaha",1
iklas,1
"kpikiran,tolong",1
"dong,klau",1
skiranya,1
mmang,1
"jualny,",1
jngan,2
mngirimkan,1
"""order",1
"berhasil"".",1
terimakasih,14
Lemot,9
mw,11
portofolio..tertera,1
wa,18
add,1
nya..hrus,1
undang,3
join,5
wa..kan,1
knyol,1
😣,1
cut,2
"13.00,",1
lalai,2
NAV,2
keesokan,1
harinya,3
"12.30,",1
diverifikasi,8
13.00,5
Hal,2
sangatlah,1
fatal,1
tentukan,3
timing,1
kelalaian,1
aturan,11
pkl,1
Semuanya,2
"lambat,serba",1
berbelit-belit.,1
Pendaftaran,4
setujui,2
begitupun,2
nyampe,14
"lagi,pindah",1
dah.,7
Pelayanan,12
lambat.,10
keterlambatan,3
7hari,27
Bank.,2
percepat:(,1
Sebetulnya,1
"""kalo""",1
panduannya,1
serta,5
investasinya.,1
Bahkan,3
kekecewaan,2
datang,1
Males,8
Akhir-akhir,1
UInya,1
error.,8
Layer,1
displaynya,1
menumpuk,1
Apakah,34
tersedia.,1
rek.saya,1
keamanan,2
ini.jangan,1
dilihat,2
invesnya,2
kepercayaan,4
ivestor,1
bercaya!,1
bimbing,2
bagimana,1
trading,13
seperti..forex,1
dll..yg,1
modal,48
perbulan,4
juta..apa,1
..untuk,1
.membuahkan,1
masaa,1
terjual.,1
Gimana,37
gitu??,1
"kurang,di",1
telah,9
"bank,ada",1
Alhamdulillah,2
"bank,yang",1
"skrang,",2
bacaan,4
"internet,",2
"min,",14
ujung2,2
cape,5
duluan,4
ngisi,6
berkali2,2
16,7
mei,9
sdah,7
akhir,12
！,1
"dsini,.",1
"bln,.tp",1
"harapan,.percuma",1
infes,4
"berkurang,.klo",1
kalangan,3
"itu,.",1
maunya,2
penjualan/penarikan.,1
"lama""",1
kyak,3
infestasi,7
"nie,.??!!",1
tup,1
"maleskan,.",1
balik.tapi,1
setatus,2
29,10
nambah.ywdhlah,1
"rezki,buat",1
temen2,2
sekaligus,4
Loadingnya,2
Minta,14
klarifikasi,3
pengguna!,1
"data,",3
tengah.,1
"""Kamu",1
"cepat""",1
"💀,",1
😢😢,1
"sistemnya,",1
mengaitkan,1
terpasang,1
terkait,7
Juni,2
mendatang.,1
Sekedar,1
saran..,1
Harusnya,5
Tarik,12
"Profit,",3
itu..,1
"ditarik,",2
awal..,1
nantinya,1
dg,21
tertentu..,1
Misal,3
"150rb,",2
1.150rb..,1
Menu,1
1jt..,1
Nanti,9
150rb,2
rekening..,3
Silahkan,1
dipelajari,1
WOYY,1
BALIKIN,1
DUIT,8
GUA..,1
coba2,14
keterangannya,3
sampai2,1
minggu..,1
recomend,5
BUKATABUNGANBIBIT,1
setelahnya,2
Berhasil,2
beli-dapatcashback-jual,1
harian.,1
Ubah,2
Ktp,4
digital,17
foto.,2
Bank,40
dorman.,1
jual/ambil.,1
Pengajuan,2
misalkan,1
costumer,2
buy,2
cair.,9
seberapa.,1
Bagus.,1
sabtu,6
Selain,2
freeze,1
Assalamualaikum,4
peduli,2
Investor,1
"500ribu,",1
sore,4
Menit,1
(No,1
Profit),1
dikerjakan/dibiarkan,1
Luar,5
terverifikasi?,1
menyertakan,1
>,3
c,3
selamat,2
terverifikasi,13
awasi,3
OJK!,1
Permasalahan,1
Didalam,1
(tidak,2
verifikasi),1
terbaru.,1
2.Proses,1
terjamin,2
100%,9
opsional.,1
diberikan,7
tanggapannya,2
read.,1
"sebelumnya,",2
mengaku,2
gmail,2
audah,1
"ada.,",1
ngatasinya,1
enak,16
"sekali.,",1
"lagi.,",1
seharusnya,10
"cs""",1
rekrut,1
melayani,2
"pelanggan.,",1
"banget,hari",1
autodebit,1
motong..,1
cashback.sebelum2nya,1
menit..,1
pikir2,5
mnurut,2
"jelek,yg",1
kekurangannya,1
"lama,,padahal",1
muter,8
youtube,3
browsing,1
"lancar,,tapi",1
"bibit,buset",1
"terus,,investasi",1
75,1
"perak,..artinya",1
"minus,,bukan",1
"turun,,,cuman",1
bingung,18
gmna,21
cairin,29
nantinya...,1
SDH,6
"sukses,",2
sempat,8
"pelajari,",1
dibatalkan,2
susuh,1
ha,4
segitu,9
lucu,6
Kacau,4
"terselesaikan,",1
"prosedur,",1
penanggulanan,1
"baik,",5
"berbelit-belit,",1
ny,27
Reksadana.,4
AMANAH!,1
Mon,1
maap,3
"nabung,",2
DIPAKSA,1
rdn,28
"wallet,",1
FYI,1
bca/jago,1
pendaftaranya.,1
Sepertinya,6
blakclist,1
reksadana.,3
bibitku,1
katany,1
tidk,3
debug,2
padhal,2
jawab.,6
terselesaikan.,1
misalnya,3
batalkan,2
pesanan.,1
pesanan,1
terbayar.,1
ngeselin,3
penipu.,3
ajak,3
tmn,5
cashback.,5
Ktanya,1
Stlah,2
Tros,2
Stlh,2
tlah,1
mmnuhi,1
syarat.,1
referal.,2
Kan,4
anjenk.,1
Knpa,13
drtd.,1
Potongan,2
ngambil,14
worth,9
"it,",1
500,12
400,6
"an,",3
"gara""",2
protofolio,1
520,1
walaupun,14
rekeningku,1
ribuhh,1
"hahahaha,",1
motong,1
yahhh,1
hahahah,2
finger,2
print,2
logout,12
Please,3
fix,4
it.,1
penginvest2,1
dicoba,7
"cairin,",1
mendem,1
"11ribu,",1
"7ribu,",1
"2.700an,",1
dijadiin,1
antum2,1
2700an,1
terus.,20
lakuin,2
ngirim,5
bukti,18
screenshot,3
loadnya,1
penolong,1
pencari,1
:),8
DAPAT,2
CASHBACK,1
code,6
refferal,10
>>>>,1
BIBITBONS50k,1
😱😱,1
pendaftaran,14
pertama.,2
Biasakan,1
dini!!,1
Dikit,2
"bukit,",1
DARI,5
DUIT!!!,1
😂😂,3
2juta,1
5hari,5
terptong,1
balik...ditanya,1
saldp,1
cspun,1
Ntah,2
kapannya,1
th,3
amat,39
"rekomendasi,",4
jelas.,15
Asset,1
"Management,",1
PT,6
Rp,15
59.606,1
7.507.,1
Bukti,1
dikatakan,4
cair..,8
menghapus,11
prosedur,4
diminta.,1
template,1
ditanya,2
"""kami",1
"ya,kak""",1
repeat,1
9999x,1
progres🗿🗿🗿,1
menambahkan,4
sulitlah,1
photo,4
buku,7
diaplikasi,5
didaftar,1
mengharuskan,1
prosedurnya.,1
payah!,1
Penjualan,33
"waktu,",3
Payah!,1
8,22
maks,5
"hari,saya",1
teller,1
u/,1
jelas2,3
gajian,1
"masuk,selain",1
apapun,11
bkn,5
m,1
banking!setelah,1
uninstall!,1
Hey,1
step,2
mengisi,3
"bisa,apa",1
memandang,1
scan,2
good,4
looking,1
aja.dasar,1
sialan,3
Mandang,2
playstore,4
guna.aplikasi,1
hahaha,3
lawak,5
lu,6
😏,4
Parahh,2
sii,5
balance....,1
20,15
detik...,1
ampe,8
Make,1
sense,1
jual/beli,2
barang(fisik),1
diantar,1
penjual,1
penerima(sesuai,1
jarak)...,1
Lahh,1
option,2
pulak,1
"""dana",2
lgi,18
kepepet,5
bgt!!!,1
Paham,1
persetujuan/confirm,1
kelamaan,10
kayaknya.,1
asumsi,1
benar🙏,1
Sejak,4
berpikir,4
Krn,6
10rb,9
(investasi).,1
menyisihkan,1
kecil2an,1
place.,1
(minimal),1
"2,5",1
"4,6",1
25,10
46,1
mentransfer,2
"dahulu,",1
sana.,1
ninggalin,1
rupanya,3
Rp.,14
PARAH,6
SIH.,1
laah,1
disini.,14
bak,1
singkatan,1
singkat.,1
ajah,10
Komen,3
"bagussss,",1
menang,2
iklankan,1
Master,1
sulat,1
Dedy,2
)....,1
Ajah.,1
Klw,3
gpp...,1
rugiko.,1
Toh,2
lamaa...,1
"rumit,",2
pengoperasiannya,1
dijadikan,2
dikelola,4
gimn,4
menghindari,1
"hukum,",1
kupon,3
"dijual,",1
13:00,1
"rulesnya,",1
selaku,2
customer,11
Bingung,3
habis,21
diarahkan,2
bankjago,1
mencurigakan,1
arahkannya,1
luar,9
Hati2,6
teman2,8
Transaksi,14
id,3
Zaman,2
automation,2
lanjut,10
Transfer,8
laporan,9
November,2
belim,1
kembali.,2
Pengurusan,1
payment,3
gateway,1
download..,4
Kl,2
"awal,",2
Mngking,1
bntang,1
sempurna,4
vivo,2
y81.,1
Mungkin,7
html.,1
Tlng,2
donk,5
fungsinya,2
Kemarin,4
5%,1
turuj,1
orderan,2
sekrang,2
bobrok.,1
"download,",9
silahkan,3
sendri.,1
yea,1
TTD,4
auto,15
"keluar,",1
kesal..,1
menghubungi,3
melampirkan,1
koran,5
dll.,3
belum..,1
ihklasin,1
diganti,7
rezekinya,2
Iklan,9
(semua,1
bisa),1
"coba,",6
"trs,",1
ktp....,1
Orang,7
sinkron,1
kok!!!!!,1
Busuuuuuuuuukkkkk...,1
PINTU,2
lgsg,6
rek.,5
Tingkat,2
Sbenar,1
peminat,1
coment,3
bnyk,4
kecewa.,3
telusuri,1
menghambur,1
"uangnya,",4
miskin,8
KECEWA,11
BUANG,2
WAKTU.,1
seteleh,1
diikuti,1
memasukan,12
no.hp,3
ket.nya,1
bs,29
Akhirnya,3
terdaftar.,1
gajelasssss!!!,1
penggantian,1
sbn,5
terupdate,2
"otomatis,",1
ngawur,3
kemana2,1
otomatis.,2
disurug,1
hubungannya,1
khan,1
system,3
system.,1
"masalah,",3
100.000,10
berikutnya,1
98.000,1
maret.,1
bertanggung,12
jawab!,1
dibetah,1
betahin,1
disabar,1
sabarin,1
ada!,1
Buying,1
Power,1
spti,1
"(ajaib),",1
lari,5
kemana,25
mati!,1
Robonya,1
"tolol,",3
maksa,1
didapet,1
1!,1
Kostumisasi,1
Portofolio,3
nyaman!,1
Boro,1
boro,1
kejar,1
konsisten,7
dpn,2
direkomendasi.,1
Gua,7
"buzzer,",1
lo,7
dsana,1
"rdn,tp",1
duitnya,9
kaga,18
"masuk,pdhl",1
"obligasi,mending",1
ditunggu,10
slow,4
Jelek,24
ngapa2in,1
nyaman.,2
bintangnya.,1
Cepat,4
"Ampun,",1
nominalnnya,1
nominalnya,9
besar2,1
nungguin,6
"telp,",2
OTP,5
sms.,1
"Lah,",1
macet,2
bibit?,5
"4G,",1
spesifikasi,1
masalah...,1
ini...saya,2
kisaran,2
700,3
cair..padahal,1
maximal,10
bursa..saya,1
nya..cs,1
sekali..hadehh,1
minggu...sebenarnya,1
uji,2
coba...tapi,1
nampaknya,2
bibitpun,1
tangan...dana,1
saja...tidak,1
up..liat,1
sama...tidak,1
ini..,7
Review,2
Claim,1
Terlalu,46
katagori,1
"lain,padahal",1
sama...,1
Bertanya,1
jawabannya...,1
BOT,2
Margin,1
rata2,2
"lain,Reksadana",1
Obligasi,4
lengkap...,1
Lampu,1
Aladin...,1
"Gesit,simple,1",1
aplikasi...,4
barusan,6
perkembangan,1
stuk,2
"0%,",2
refresh,2
des,2
2020,4
terverifikasi.,1
Dukcapil....kok,1
bisa?,2
Itukan,1
smuanya,2
link.,1
Bisa,21
pembuatan,3
send,1
respon2,1
"hmm,",1
semenjak,9
kilat,2
-+5,1
"instan,",5
benerin,5
make,15
"bertahun""",1
sebesar,8
150,1
penutupan,2
pasaran,1
jalan,9
berkurang,28
dana/gopay,1
okt,3
landing,7
prosesnya?,1
merekomendasikan,1
family,1
sbb,2
seorang,1
gabung,9
suatu,2
kerjanya,2
my,1
orang2,8
teryarik,1
🤕🤕🤕,1
"lelet,",5
janji,8
alesan,4
mana.,2
mesti,5
lah...,1
banned,1
play,2
"store,",1
Sumaph,1
bete,1
tepat,3
"reksadana,",4
"dll,",4
perbaikannya..,1
Gila,10
"aneh,",3
"7Hk,",1
sementara,10
T2,1
"7HK,",1
lakui,1
waltu,1
"kustodian,",2
jg.,3
Gagal,5
heran,4
"saya,padahal",4
tulis,4
sesuai.,3
"""registrasi",1
"berhasil""",1
dibawahnya,1
"""sudah",1
"terdaftar""😅",1
"1,sudah",1
"sayaa,",1
menilai,1
"10,diarahkan",1
pertanggungjawaban,1
jt,14
dikembalikann!!!!!!,1
tambahan,8
menabung.,1
Update,7
dulu-dulu,1
lg.,2
Nabung,8
dj,4
lemayan,1
retrun,1
gedean,1
dibuatkan,1
...biar,1
...yang,1
!!!,19
menurun.,1
1),1
m-banking,1
"belum,",2
berjam-jam.,1
2),1
terbaca,1
maintenance.,1
3),1
Berjam-jam,1
top-up,1
ceklis,1
semua.,6
masuk-masuk,2
lamaaa!.,1
approv,2
keperluan,14
seminggu.,5
Total,4
"bulan,",4
rekomen,17
nyimpen,8
duit/tidurin,1
"duit,",4
"saham,",6
it,11
menengah,4
kebawah,3
topup.,1
kebiasaan,2
pekerja,1
part,1
time,6
gaada,10
instuisinya,1
isi.,1
Bagi,7
deh!!!,1
Terpaksa,2
SUMPAH,3
MALING,1
bertangung,1
jawab!!,1
DOWNLOAD,5
tukang,2
TIPU!!,1
bisaa,2
